t,x,y,z,dx,dy,dz
0.0,0.9889,0.0,0.0,0.0,0.008600466245665744,0.0
0.011257635209651421,0.9889005016274409,9.68125838675839e-5,0.0,8.911122921510194e-5,0.00859824706130505,0.0
0.033498929826391265,0.9889044391521027,0.00028788704627622197,0.0,0.00026486132516784607,0.00858082418011815,0.0
0.056716581596586796,0.9889127096855522,0.00048672491905381814,0.0,0.00044735279947833936,0.008544208796733472,0.0
0.08377514987145757,0.9889276691134369,0.0007170791599813055,0.0,0.0006578894750676549,0.008477912058570939,0.0
0.11257519019772468,0.9889498009318602,0.0009598967276463601,0.0,0.0008783093295772657,0.008379665727856832,0.0
0.1437079121213942,0.9889807831377352,0.0012187170589125931,0.0,0.0011109182326887958,0.008241797764855466,0.0
0.17632058942420742,0.9890208814587768,0.0014846800145562607,0.0,0.0013466548818932642,0.008062770959530056,0.0
0.21037395098854006,0.9890707856642608,0.0017555395832941148,0.0,0.0015823585305964625,0.007838996916433718,0.0
0.24547922816351575,0.9891304122374392,0.0020261222011864134,0.0,0.0018122942102516725,0.007570159954800347,0.0
0.28142923126646063,0.98919956604211,0.00229274160301112,0.0,0.00203213927616558,0.007256262065894377,0.0
0.3180235413855734,0.9892777529572496,0.002551847638406133,0.0,0.0022378492475532653,0.006898469538062262,0.0
0.3551205654276456,0.9893643271367705,0.0028004533947844205,0.0,0.0024260512636967383,0.006498460152240759,0.0
0.39259785120451846,0.9894584654883011,0.0030358633979101278,0.0,0.0025938444624770303,0.0060585583743066945,0.0
0.43038232196341064,0.9895592917891297,0.0032558670026793823,0.0,0.002738947636185984,0.0055811800548129535,0.0
0.4684288916595379,0.9896658762137455,0.003458561711388965,0.0,0.0028595501467836106,0.005068844858623216,0.0
0.5067125380614844,0.9897772492256063,0.0036422773994879394,0.0,0.0029542477102159044,0.004524124254243677,0.0
0.5452288964733015,0.989892430124451,0.0038055449989240573,0.0,0.003022006838374822,0.00394951595831405,0.0
0.5840110416310674,0.9900104992009164,0.003947106216353242,0.0,0.00306212822947801,0.0033470817136086804,0.0
0.6230921014147747,0.9901304974625477,0.004065703236095596,0.0,0.003074136541366366,0.0027189437780987323,0.0
0.6625083603095219,0.9902514392598829,0.004160084669510998,0.0,0.0030578048021636653,0.0020672457167771776,0.0
0.7022612494776825,0.9903722016158328,0.004228943056783684,0.0,0.003013232729090907,0.0013948146177783845,0.0
0.7421883368464093,0.9904911629943512,0.0042709464108581716,0.0,0.0029412796065716056,0.0007074710129528077,0.0
0.7818904243007804,0.9906060938182675,0.004285319923937122,0.0,0.002844309270461092,1.545563536535814e-5,0.0
0.8209063929490192,0.990714833631184,0.004272568690910228,0.0,0.0027262185122741735,-0.0006696666632690143,0.0
0.858963017673937,0.9908160765281095,0.004234334270920023,0.0,0.002591383559863449,-0.0013397159237773732,0.0
0.8959470602019415,0.9909092372227646,0.0041727589819722825,0.0,0.002444018705080059,-0.001989678610578329,0.0
0.9318229172366252,0.9909941549337328,0.004090121466811991,0.0,0.002288015638588812,-0.0026163255800140954,0.0
0.9666038837131822,0.9910709562072726,0.0039886440600732315,0.0,0.0021268347586826776,-0.003217673541444247,0.0
1.0003297039427688,0.9911399472824145,0.0038704054212838,0.0,0.0019634930435153564,-0.003792523717053983,0.0
1.0330561978978554,0.9912015484137616,0.0037372970590366494,0.0,0.0018005689078877335,-0.004340206615799443,0.0
1.0648467286877026,0.99125624356314,0.0035910174439840467,0.0,0.0016402358790678583,-0.004860366530684143,0.0
1.0957736443235704,0.9913045566780904,0.0034330474842395433,0.0,0.001484266408157667,-0.005352921131922212,0.0
1.1259125999183852,0.9913470210456334,0.003264668804198721,0.0,0.001334082258898265,-0.005817910217962994,0.0
1.155338588619159,0.9913841596338823,0.0030869916636684985,0.0,0.0011908011626668219,-0.006255388369126351,0.0
1.184126493582909,0.9914164767513949,0.0029009651246690127,0.0,0.0010552606266983156,-0.006665398833517334,0.0
1.212356061008074,0.9914444558329379,0.0027073554424171184,0.0,0.000928021391256767,-0.007048008633791381,0.0
1.2400994079452294,0.9914685416000407,0.0025068438134461276,0.0,0.0008094485758325881,-0.007403107538546834,0.0
1.267433673707338,0.9914891503183703,0.002299956873046737,0.0,0.000699673895503229,-0.007730559670162271,0.0
1.2944324184811138,0.991506659889685,0.002087142438946601,0.0,0.000598650049879458,-0.008030069951021353,0.0
1.3211675465844377,0.9915214115438087,0.0018687744711681884,0.0,0.0005061525326170815,-0.00830120081945352,0.0
1.3477061142520945,0.9915337084496257,0.001645197897237268,0.0,0.00042179613661251015,-0.00854333957561752,0.0
1.3741173351079665,0.9915438193191417,0.0014166879876486992,0.0,0.00034501481037217674,-0.008755768531188176,0.0
1.4004566361326305,0.9915519721881579,0.0011836054961332646,0.0,0.0002751085403466674,-0.00893754963913571,0.0
1.4267801126846889,0.9915583606862494,0.0009462913834221706,0.0,0.0002111970225502211,-0.009087683700807935,0.0
1.453126677353298,0.9915631387710293,0.0007052424685928246,0.0,0.00015226504645239858,-0.009205051264659092,0.0
1.4795285604163477,0.9915664238405406,0.00046103318551250083,0.0,9.713894079734666e-5,-0.009288568461798624,0.0
1.5060054194789532,0.991568294771258,0.0002143784418135326,0.0,4.4516462656400026e-5,-0.009337250738578549,0.0
1.5325708745631617,0.9915687916824912,-3.392312701362635e-5,0.0,-7.016481636857508e-6,-0.009350323665401596,0.0
1.559230594753035,0.9915679146428816,-0.0002829734715465129,0.0,-5.8936903048578434e-5,-0.009327291271727642,0.0
1.585982985965107,0.9915656237988637,-0.0005317880544429743,0.0,-0.0001127296645221155,-0.009268003851893662,0.0
1.612807088970205,0.9915618430757344,-0.0007791957673781579,0.0,-0.00016979575081879948,-0.009172761066489307,0.0
1.6396639540502878,0.991556467274324,-0.001023874151444164,0.0,-0.0002313749698246083,-0.009042417619862351,0.0
1.666498236684895,0.991549371869654,-0.0012643947968877572,0.0,-0.0002984654334214137,-0.00887844934956832,0.0
1.6932592982431263,0.9915404184334174,-0.001499443637446844,0.0,-0.0003718060919051786,-0.008682822509390455,0.0
1.7199121741386005,0.9915294577803841,-0.0017279318522964266,0.0,-0.00045187659131407294,-0.008457784117004881,0.0
1.7464482218516701,0.9915163280494024,-0.0019490818715704624,0.0,-0.0005389392589890783,-0.008205584311744977,0.0
1.772880330348325,0.9915008550248893,-0.002162363643438164,0.0,-0.0006330638242813804,-0.007928324263344576,0.0
1.7992337742343882,0.9914828553253049,-0.00236739435944131,0.0,-0.0007341397709590515,-0.007627915950033585,0.0
1.8255487506623356,0.9914621327495335,-0.002563932864361703,0.0,-0.0008419273366719089,-0.0073059702662706325,0.0
1.8518678254824266,0.9914384854099303,-0.002751759710920097,0.0,-0.0009560433173439359,-0.006963896884704411,0.0
1.878247222453529,0.9914116943603949,-0.002930737857821893,0.0,-0.001076035683749741,-0.006602741701967002,0.0
1.9047328828321552,0.9913815455774767,-0.0031006285016083376,0.0,-0.0012012957218186413,-0.006223505873132158,0.0
1.9313816078664299,0.9913478095349069,-0.003261223797191796,0.0,-0.0013311633829996474,-0.005826875059487784,0.0
1.9582460411865106,0.9913102576386812,-0.00341223491560817,0.0,-0.0014648640073976421,-0.00541344616181169,0.0
1.985386678802073,0.9912686474760236,-0.003553351639623486,0.0,-0.0016015677757764096,-0.004983569427766223,0.0
2.0128540408412388,0.9912227507376863,-0.003684136274366597,0.0,-0.001740297727416193,-0.004537651540346089,0.0
2.040707034783323,0.9911723286237675,-0.0038041133931585765,0.0,-0.0018800161934824494,-0.004075894386651482,0.0
2.069001556201357,0.991117152976427,-0.0039127030626965415,0.0,-0.0020195595822795737,-0.003598503856154106,0.0
2.0977989556749472,0.9910569951119238,-0.004009248379457619,0.0,-0.0021576700852458464,-0.0031055792658364043,0.0
2.1271560189556156,0.9909916513377518,-0.004092970842262748,0.0,-0.0022929349530333323,-0.0025973152569983083,0.0
2.1571435048351773,0.9909209088393551,-0.004163016301757371,0.0,-0.0024238581733753433,-0.0020737171850613344,0.0
2.1878222273945713,0.9908446071546925,-0.004218378230517813,0.0,-0.0025487347413540905,-0.0015350548506234938,0.0
2.2192719635162748,0.9907625789444573,-0.0042579508320117745,0.0,-0.00266575540213161,-0.000981403452881798,0.0
2.251572663038091,0.9906747053163281,-0.004280468234686254,0.0,-0.0027728992845349946,-0.00041302575528875084,0.0
2.2848079212830523,0.9905809235464633,-0.004284504222779602,0.0,-0.0028679274639414882,0.00016962336416232753,0.0
2.319068044721409,0.9904812374369617,-0.004268463444940828,0.0,-0.0029483693808764343,0.0007658739934153432,0.0
2.354429045777843,0.9903758031680667,-0.004230598481121551,0.0,-0.003011466773634136,0.0013743898406677517,0.0
2.390900953001049,0.9902651197700426,-0.0041691710014094925,0.0,-0.003054176496545536,0.001992222554487994,0.0
2.4283680424591623,0.9901502491418681,-0.004082837117672786,0.0,-0.003073405694853,0.002613861150272576,0.0
2.466554057278703,0.9900329331640949,-0.003971184788815026,0.0,-0.0030665406039504135,0.0032309302905493883,0.0
2.5051608331682096,0.9899151215442334,-0.0038347219513304924,0.0,-0.00303196199533023,0.0038348426236481555,0.0
2.543988466541786,0.9897985287024931,-0.003674405137907857,0.0,-0.00296899232101382,0.004418868306821729,0.0
2.582913449459743,0.9896846474629273,-0.0034914323147245156,0.0,-0.002877649042516384,0.004977734083915542,0.0
2.6218848600565803,0.9895747360241112,-0.0032870192126415276,0.0,-0.002758391779708978,0.005507450032593635,0.0
2.660872635145079,0.989469958719162,-0.003062495155050715,0.0,-0.002612070859545888,0.00600447754817915,0.0
2.6998801337968854,0.9893713466017661,-0.0028191556881131683,0.0,-0.0024397848099254062,0.006465841386229407,0.0
2.7389199245477545,0.9892798643370779,-0.002558344350868549,0.0,-0.0022428907014219383,0.006888763161868757,0.0
2.7780129478999593,0.9891964105735449,-0.002281437567389875,0.0,-0.0020229740696390062,0.0072706361867117585,0.0
2.8172003536714265,0.9891217977689554,-0.0019897395728656446,0.0,-0.0017817446061670578,0.007609101400276899,0.0
2.8565037837536225,0.9890568314046686,-0.001684768812044926,0.0,-0.001521258434468233,0.007901679159813541,0.0
2.8959691569540555,0.9890022241021162,-0.0013679363580264758,0.0,-0.0012436449999312467,0.00814615483972908,0.0
2.935622378926675,0.9889586647892077,-0.0010408933100809978,0.0,-0.0009513949394886098,0.008340262456469258,0.0
2.9754883703973634,0.9889267701184475,-0.0007053969788993252,0.0,-0.000647241671642203,0.008481898694255295,0.0
3.0155673509442043,0.9889070816161712,-0.0003635169821014195,0.0,-0.0003343366056529296,0.008569128341152471,0.0
3.055857806436631,0.9889000162813321,-1.744241629642553e-5,0.0,-1.605581735416293e-5,0.008600394219162946,0.0
3.05788589008718,0.9889000000000232,-8.480594830434685e-15,0.0,5.361581778472808e-14,0.008600466245640264,0.0
