t,x,y,z,dx,dy,dz
145.0,-1.005063901744628,-9.776437623343332e-11,0.0,2.0697392685066964e-12,1.7392014265086022e-11,0.0
144.79775621277136,-1.005063901745054,-1.0134584203701272e-10,0.0,2.145356754650049e-12,1.8029105403833687e-11,0.0
144.5536849374562,-1.0050639017455891,-1.0584314209183532e-10,0.0,2.2403647512161706e-12,1.882901647253815e-11,0.0
144.27858228872773,-1.0050639017462208,-1.1115186252458344e-10,0.0,2.352437493295106e-12,1.9773128629732005e-11,0.0
143.9171188204442,-1.005063901747099,-1.185338310940071e-10,0.0,2.5085286622152565e-12,2.1085814284326368e-11,0.0
143.46581825994923,-1.0050639017482779,-1.2844212149512935e-10,0.0,2.718202102969327e-12,2.2847695297270428e-11,0.0
142.86492323461664,-1.0050639017500018,-1.4293157831438538e-10,0.0,3.025372912407212e-12,2.5424558598573397e-11,0.0
142.22392535304743,-1.0050639017520562,-1.6019412126889585e-10,0.0,3.3912706353969748e-12,2.849535130351263e-11,0.0
141.49467035020686,-1.0050639017546972,-1.8238290596943196e-10,0.0,3.8618612955684875e-12,3.244347980635836e-11,0.0
140.6789563755744,-1.0050639017580876,-2.1086471814690814e-10,0.0,4.465144391819548e-12,3.751194751643904e-11,0.0
139.65085347936238,-1.0050639017631247,-2.531839899153424e-10,0.0,5.360824149017717e-12,4.504231166989882e-11,0.0
138.61297553513364,-1.0050639017692347,-3.045267583963674e-10,0.0,6.446487141280028e-12,5.417608417670429e-11,0.0
137.51509031823255,-1.0050639017770502,-3.7021044352275233e-10,0.0,7.836160032605282e-12,6.585864038177815e-11,0.0
136.30879480681784,-1.0050639017875946,-4.588221132964439e-10,0.0,9.713356137255669e-12,8.162059313778533e-11,0.0
134.9969647084009,-1.0050639018019476,-5.794206552878452e-10,0.0,1.2267950509478488e-11,1.0307678516794094e-10,0.0
133.57337124670232,-1.0050639018218224,-7.464171215476584e-10,0.0,1.580257257316238e-11,1.3278794415395823e-10,0.0
132.2196851612105,-1.0050639018460086,-9.496606986938936e-10,0.0,2.0103737489484602e-11,1.689428884443975e-10,0.0
130.67313648652168,-1.005063901881798,-1.250414090671763e-9,0.0,2.6471142079339617e-11,2.224424535424717e-10,0.0
129.15992765936124,-1.0050639019277656,-1.636675975106466e-9,0.0,3.4650486345863524e-11,2.911581254993209e-10,0.0
127.44005086620747,-1.0050639019974827,-2.2224915937452183e-9,0.0,4.705236770431104e-11,3.9537735703646727e-10,0.0
125.77588850691676,-1.0050639020886079,-2.9882262906741654e-9,0.0,6.326137516175241e-11,5.315973280603886e-10,0.0
124.01640612865663,-1.0050639022193046,-4.086488366372419e-9,0.0,8.65129503055261e-11,7.269705815375115e-10,0.0
122.46933535762211,-1.0050639023733794,-5.381162508462374e-9,0.0,1.1392521337209185e-10,9.572930969435547e-10,0.0
120.89969174312681,-1.0050639025796626,-7.114537765004065e-9,0.0,1.5062018298795465e-10,1.2656611003459338e-9,0.0
119.22942349948852,-1.0050639028726065,-9.57616296029402e-9,0.0,2.0273252186181653e-10,1.7035734765478146e-9,0.0
117.59921058641636,-1.0050639032560176,-1.2797977584029527e-8,0.0,2.709420934535257e-10,2.276722378582887e-9,0.0
115.65578280179145,-1.0050639038850615,-1.808381784223399e-8,0.0,3.828475687341171e-10,3.2170623943841864e-9,0.0
114.04622984936611,-1.0050639045985552,-2.4079302291176754e-8,0.0,5.097748451942368e-10,4.283643292566287e-9,0.0
112.46761689670896,-1.0050639055276542,-3.1886527688176396e-8,0.0,6.750592685561641e-10,5.67252560035173e-9,0.0
110.64175560386899,-1.0050639069839524,-4.412379919918991e-8,0.0,9.341312049251934e-10,7.849503075331166e-9,0.0
108.93487738501751,-1.0050639088469584,-5.97786327804877e-8,0.0,1.2655547530636612e-9,1.0634456893675747e-8,0.0
107.23216381318446,-1.005063911363807,-8.092772018404193e-8,0.0,1.7132943100711207e-9,1.4396821294835634e-8,0.0
105.34899076254807,-1.0050639151964456,-1.1313341054430114e-7,0.0,2.395109775652533e-9,2.012612301025306e-8,0.0
103.58020864148209,-1.0050639201751668,-1.5496963971993177e-7,0.0,3.280810411006214e-9,2.7568673772843755e-8,0.0
101.93455854239784,-1.0050639264476513,-2.0767739099049073e-7,0.0,4.396665806108622e-9,3.694523919561659e-8,0.0
100.26903793331722,-1.0050639349707913,-2.7929747188277965e-7,0.0,5.912905430688943e-9,4.968625354122504e-8,0.0
98.50099658829419,-1.0050639472559613,-3.8253001569276e-7,0.0,8.098398687406374e-9,6.805104069133286e-8,0.0
96.72460078998209,-1.005063964174632,-5.246981100881358e-7,0.0,1.1108171306344865e-8,9.334235713427079e-8,0.0
95.02777731026609,-1.0050639861772623,-7.095871466742307e-7,0.0,1.5022357583689023e-8,1.2623360829141702e-7,0.0
93.40321632125159,-1.0050640144742815,-9.473686164851905e-7,0.0,2.0056286357044242e-8,1.6853428109513255e-7,0.0
91.83064504845049,-1.005064050867785,-1.2531860017417614e-6,0.0,2.653052918840458e-8,2.2293836191507864e-7,0.0
90.2971230665076,-1.0050640976435519,-1.6462475345884235e-6,0.0,3.485170669646748e-8,2.9286293453172794e-7,0.0
88.67062678221916,-1.0050641633823056,-2.1986591986365917e-6,0.0,4.654626183811743e-8,3.9113546522684094e-7,0.0
87.20823476403608,-1.0050642411257018,-2.851950847342732e-6,0.0,6.037630316527027e-8,5.073542786360087e-7,0.0
85.75955144308405,-1.005064340896198,-3.6903454961759753e-6,0.0,7.812470858428029e-8,6.565024201530197e-7,0.0
84.40241963445818,-1.0050644608153925,-4.698062281476774e-6,0.0,9.945724659194324e-8,8.357725217763098e-7,0.0
83.01150633404096,-1.0050646177693499,-6.017006325099875e-6,0.0,1.2737765839504772e-7,1.0704091334714068e-6,0.0
81.69743985853178,-1.0050648063331726,-7.601599772000661e-6,0.0,1.6092071154602216e-7,1.352304090198777e-6,0.0
80.38731746604329,-1.0050650437505786,-9.596764092951167e-6,0.0,2.0315354218706844e-7,1.7072385571296544e-6,0.0
79.14501948056126,-1.005065326185973,-1.1970286471796252e-5,0.0,2.5339343694507346e-7,2.129481987954088e-6,0.0
77.93753228812264,-1.0050656674986267,-1.4838664019136008e-5,0.0,3.1410513065383126e-7,2.6397589517118304e-6,0.0
76.76863756005797,-1.0050660756117755,-1.8268522375829613e-5,0.0,3.86697164029726e-7,3.249922033403211e-6,0.0
75.64355847441774,-1.005066557263305,-2.2316540067977733e-5,0.0,4.7236692692754974e-7,3.9700542711236754e-6,0.0
74.56258102807942,-1.005067120271143,-2.7048490343338547e-5,0.0,5.725035444962479e-7,4.811856659579724e-6,0.0
73.52103406763686,-1.005067775363966,-3.2554634136592914e-5,0.0,6.89013352579853e-7,5.791386526474764e-6,0.0
72.52067194459292,-1.005068529743762,-3.889561898197995e-5,0.0,8.231748497188559e-7,6.9194330856397e-6,0.0
71.57225162336252,-1.0050693801612505,-4.6044266026986974e-5,0.0,9.744073764228503e-7,8.19116147063896e-6,0.0
70.6624162358597,-1.0050703424586676,-5.4133906876624555e-5,0.0,1.1455248271474397e-6,9.630291305834222e-6,0.0
69.79905277912921,-1.0050714114152663,-6.312084293950402e-5,0.0,1.3355948467116027e-6,1.1229048975619066e-5,0.0
68.97341571041741,-1.0050725991792118,-7.310742546981664e-5,0.0,1.54677288510964e-6,1.300564287098055e-5,0.0
68.18578241622714,-1.005073906890272,-8.410349456899234e-5,0.0,1.7792561882838593e-6,1.496182389207572e-5,0.0
67.43084921593912,-1.0050753444109461,-9.619227725209337e-5,0.0,2.034791865746951e-6,1.7112398397177703e-5,0.0
66.70893645951958,-1.005076911762031,-0.00010937428691964298,0.0,2.31337650540411e-6,1.945745819945031e-5,0.0
66.01683984945865,-1.0050786154755675,-0.00012370483959113629,0.0,2.6161631664569595e-6,2.2006844473750512e-5,0.0
65.35181653424398,-1.005080462259697,-0.0001392407926530442,0.0,2.9443349404518544e-6,2.4770672686891905e-5,0.0
64.71328558359583,-1.0050824531081073,-0.00015599098723097902,0.0,3.2980582872052804e-6,2.77505163461918e-5,0.0
64.09837361085062,-1.005084596041087,-0.00017402343942775876,0.0,3.6787469386168105e-6,3.095847621005687e-5,0.0
63.50587988765093,-1.005086894501601,-0.00019336772116122073,0.0,4.086999932936468e-6,3.439981394723037e-5,0.0
62.933493515138515,-1.0050893568788337,-0.000214095106520524,0.0,4.5242933064696706e-6,3.8087210124235926e-5,0.0
62.3813583767527,-1.0050919814535395,-0.0002361918548382576,0.0,4.990306380738057e-6,4.201822130955173e-5,0.0
61.8459241435558,-1.0050947845484672,-0.00025979620706904915,0.0,5.4879202268717535e-6,4.621744171607963e-5,0.0
61.328159870248406,-1.0050977606543872,-0.00028486266947580393,0.0,6.016137960858432e-6,5.067677925835319e-5,0.0
60.82549122563674,-1.0051009237564885,-0.0003115100133468137,0.0,6.577421179005809e-6,5.5417364789257274e-5,0.0
60.33773082848389,-1.0051042748651842,-0.0003397478352811943,0.0,7.171926401124774e-6,6.0440907071389047e-5,0.0
59.86343974456015,-1.0051078236223028,-0.00036965856507795196,0.0,7.801339279589732e-6,6.57620721199043e-5,0.0
59.402190009856525,-1.0051115732389078,-0.00040127056314145557,0.0,8.466202116568756e-6,7.138590710322916e-5,0.0
58.95317489510918,-1.0051155300827133,-0.0004346389181679167,0.0,9.167614511984129e-6,7.732221436180709e-5,0.0
58.51565687347865,-1.0051197006801693,-0.00046982019867075717,0.0,9.906701238761165e-6,8.35810596923445e-5,0.0
58.088888658114726,-1.0051240924851645,-0.0005068789512119352,0.0,1.0684748177530643e-5,9.017392841906341e-5,0.0
57.67280787784528,-1.00512870611077,-0.0005458221405601503,0.0,1.1501826313902658e-5,9.71020620764157e-5,0.0
57.26628644733447,-1.0051335542286213,-0.0005867586697549356,0.0,1.2360139003759468e-5,0.00010438483759130157,0.0
56.86900684585221,-1.005138641413147,-0.0006297292849549459,0.0,1.326045156945209e-5,0.00011202950679417265,0.0
56.48052985394624,-1.005143973946623,-0.0006747893315812141,0.0,1.4203827941707726e-5,0.00012004591902303235,0.0
